application_id,age,employment_status,annual_income,credit_score,existing_debt,debt_to_income_ratio,missed_payments_12m,postal_code,region_income_band,years_at_address,requested_limit,prior_customer,application_channel,postal_penalty,model_score,decision
APP-01256,49,Full-time,66184,755,29782,0.45,0,K2C,Medium,0,7000,No,Online,0.0,0.505,Approved
APP-01257,23,Full-time,85830,618,20969,0.244,0,L8W,Low,14,1000,Yes,Branch,-0.48,0.487,Rejected
APP-01258,39,Full-time,59894,698,19983,0.334,4,L5N,Medium,2,2000,No,Mobile,0.0,0.217,Rejected
APP-01259,23,Contract,45152,738,24646,0.546,0,M6E,Low,9,5000,No,Branch,-0.58,0.296,Rejected
APP-01260,34,Full-time,67443,683,18174,0.269,0,M4C,Medium,7,3000,Yes,Online,0.0,0.558,Approved
APP-01261,60,Contract,93276,746,21216,0.227,1,K1X,Low,10,2000,Yes,Online,-0.55,0.585,Approved
APP-01262,24,Part-time,75263,683,10902,0.145,0,L6A,High,2,3000,Yes,Mobile,0.0,0.617,Approved
APP-01263,31,Full-time,73709,620,22620,0.307,1,M4B,Medium,1,3000,Yes,Online,0.0,0.403,Rejected
APP-01264,51,Contract,86010,711,17394,0.202,0,K2C,Medium,8,5000,Yes,Branch,0.0,0.655,Approved
APP-01265,63,Full-time,69006,693,5354,0.078,2,M6E,Low,3,15000,Yes,Online,-0.58,0.331,Rejected
APP-01266,52,Full-time,46443,830,17401,0.375,0,M6E,Low,3,2000,Yes,Mobile,-0.58,0.394,Rejected
APP-01267,47,Full-time,32598,638,0,0.0,0,K2C,Medium,0,5000,Yes,Mobile,0.0,0.472,Rejected
APP-01268,50,Full-time,47410,676,19497,0.411,0,L5N,Medium,12,10000,No,Online,0.0,0.461,Rejected
APP-01269,63,Full-time,44115,650,12865,0.292,0,M4C,Medium,15,10000,Yes,Branch,0.0,0.464,Rejected
APP-01270,22,Part-time,75868,682,27839,0.367,1,M4B,Medium,5,5000,Yes,Online,0.0,0.508,Approved
APP-01271,69,Full-time,81870,688,16727,0.204,3,M5V,High,8,7000,No,Online,0.0,0.454,Rejected
APP-01272,29,Full-time,70660,650,19769,0.28,1,M2N,High,6,2000,No,Online,0.0,0.434,Rejected
APP-01273,48,Unemployed,44664,724,5955,0.133,0,L6A,High,14,7000,Yes,Online,0.0,0.57,Approved
APP-01274,51,Part-time,92659,670,20492,0.221,3,M6E,Low,13,15000,No,Online,-0.58,0.358,Rejected
APP-01275,54,Contract,56508,764,10015,0.177,0,L5N,Medium,6,5000,Yes,Mobile,0.0,0.609,Approved
APP-01276,35,Full-time,71363,646,23334,0.327,1,M3J,Low,12,5000,Yes,Online,-0.52,0.364,Rejected
APP-01277,68,Part-time,61388,784,7872,0.128,0,K1X,Low,2,2000,Yes,Online,-0.55,0.503,Approved
APP-01278,45,Contract,71256,713,14069,0.197,0,M9C,High,2,5000,No,Online,0.0,0.574,Approved
APP-01279,56,Part-time,70727,752,7595,0.107,2,M3J,Low,0,5000,Yes,Online,-0.52,0.365,Rejected
APP-01280,28,Part-time,51472,696,15381,0.299,0,L5N,Medium,15,7000,No,Online,0.0,0.47,Rejected
APP-01281,29,Full-time,87497,647,28657,0.328,0,M4C,Medium,11,1000,Yes,Online,0.0,0.653,Approved
APP-01282,57,Full-time,39069,684,18349,0.47,1,M5V,High,6,5000,No,Branch,0.0,0.313,Rejected
APP-01283,68,Full-time,45306,614,14272,0.315,2,M4C,Medium,8,5000,Yes,Mobile,0.0,0.294,Rejected
APP-01284,65,Full-time,83764,676,1200,0.014,3,M6E,Low,8,3000,Yes,Mobile,-0.58,0.321,Rejected
APP-01285,59,Contract,74620,699,10750,0.144,0,M4B,Medium,4,3000,No,Online,0.0,0.622,Approved
APP-01286,52,Full-time,109727,693,17823,0.162,1,L5N,Medium,11,3000,No,Mobile,0.0,0.747,Approved
APP-01287,37,Unemployed,61730,755,12124,0.196,0,M3J,Low,0,7000,Yes,Online,-0.52,0.446,Rejected
APP-01288,55,Unemployed,94608,682,24490,0.259,0,M4B,Medium,0,5000,No,Online,0.0,0.648,Approved
APP-01289,57,Full-time,27065,578,16201,0.599,2,M6E,Low,1,10000,No,Online,-0.58,0.065,Rejected
APP-01290,39,Full-time,35057,842,23250,0.663,3,M6E,Low,2,3000,Yes,Online,-0.58,0.178,Rejected
APP-01291,64,Contract,80119,652,15934,0.199,2,K2C,Medium,15,10000,No,Mobile,0.0,0.423,Rejected
APP-01292,49,Unemployed,29173,735,13768,0.472,0,M3J,Low,5,7000,No,Online,-0.52,0.237,Rejected
APP-01293,27,Full-time,60447,607,11201,0.185,2,M4C,Medium,8,5000,Yes,Branch,0.0,0.407,Rejected
APP-01294,48,Full-time,85010,703,7415,0.087,3,K2P,Medium,7,2000,Yes,Online,0.0,0.528,Approved
APP-01295,29,Full-time,76521,654,20976,0.274,0,L6A,High,9,3000,No,Mobile,0.0,0.528,Approved
APP-01296,48,Part-time,60700,527,12704,0.209,0,L8W,Low,5,15000,Yes,Mobile,-0.48,0.248,Rejected
APP-01297,26,Full-time,52416,666,19356,0.369,1,L8W,Low,8,3000,Yes,Online,-0.48,0.27,Rejected
APP-01298,49,Contract,64140,679,12020,0.187,0,M3J,Low,6,3000,Yes,Branch,-0.52,0.468,Rejected
APP-01299,37,Full-time,74390,678,6919,0.093,4,K2P,Medium,7,2000,No,Branch,0.0,0.375,Rejected
APP-01300,36,Full-time,55604,711,17186,0.309,0,M5V,High,1,7000,Yes,Branch,0.0,0.533,Approved
APP-01301,43,Full-time,67191,667,10473,0.156,1,M6E,Low,10,3000,No,Branch,-0.58,0.335,Rejected
APP-01302,51,Full-time,86912,702,10497,0.121,1,L4W,High,14,3000,Yes,Branch,0.0,0.657,Approved
APP-01303,23,Full-time,56495,691,6959,0.123,1,M6E,Low,13,5000,Yes,Online,-0.58,0.368,Rejected
APP-01304,41,Full-time,65226,688,11048,0.169,2,M4C,Medium,11,5000,No,Branch,0.0,0.48,Rejected
APP-01305,46,Full-time,76208,689,13469,0.177,0,M5V,High,15,5000,No,Online,0.0,0.569,Approved
APP-01306,56,Full-time,77424,649,11288,0.146,0,M2N,High,9,5000,Yes,Online,0.0,0.63,Approved
APP-01307,62,Full-time,83312,731,19028,0.228,0,M5V,High,2,10000,Yes,Mobile,0.0,0.655,Approved
APP-01308,57,Unemployed,49241,682,14319,0.291,0,L6A,High,12,10000,Yes,Online,0.0,0.469,Rejected
APP-01309,42,Full-time,54479,670,36111,0.663,1,M4B,Medium,10,7000,No,Online,0.0,0.308,Rejected
APP-01310,62,Full-time,58646,726,16270,0.277,3,L6A,High,14,2000,Yes,Online,0.0,0.377,Rejected
APP-01311,32,Part-time,44230,694,3552,0.08,0,M3J,Low,5,7000,No,Online,-0.52,0.293,Rejected
APP-01312,62,Unemployed,35129,660,11810,0.336,0,M2N,High,13,2000,No,Online,0.0,0.332,Rejected
APP-01313,33,Full-time,18000,759,13616,0.756,0,M4C,Medium,9,2000,Yes,Mobile,0.0,0.262,Rejected
APP-01314,31,Part-time,89018,633,9005,0.101,2,L6A,High,10,15000,Yes,Online,0.0,0.479,Rejected
APP-01315,36,Part-time,36030,633,15008,0.417,4,K2C,Medium,12,10000,Yes,Branch,0.0,0.136,Rejected
APP-01316,28,Part-time,92197,727,9996,0.108,1,K2P,Medium,4,5000,Yes,Online,0.0,0.712,Approved
APP-01317,60,Full-time,77309,786,16830,0.218,1,L5N,Medium,3,10000,No,Branch,0.0,0.572,Approved
APP-01318,60,Part-time,60198,666,0,0.0,0,M5V,High,1,15000,No,Mobile,0.0,0.452,Rejected
APP-01319,65,Full-time,71596,705,23709,0.331,0,M3J,Low,0,5000,No,Online,-0.52,0.391,Rejected
APP-01320,22,Part-time,68152,616,4652,0.068,1,M6E,Low,1,5000,Yes,Mobile,-0.58,0.327,Rejected
APP-01321,50,Contract,40668,631,13855,0.341,0,K1X,Low,12,7000,No,Mobile,-0.55,0.233,Rejected
APP-01322,50,Full-time,60230,744,10571,0.176,1,L8W,Low,13,3000,Yes,Branch,-0.48,0.452,Rejected
APP-01323,32,Contract,49863,718,15441,0.31,2,M2N,High,1,2000,Yes,Online,0.0,0.352,Rejected
APP-01324,30,Full-time,72274,746,14417,0.199,1,L8W,Low,6,7000,No,Branch,-0.48,0.476,Rejected
APP-01325,64,Contract,54626,758,15062,0.276,1,M9C,High,3,3000,No,Mobile,0.0,0.444,Rejected
APP-01326,31,Full-time,62261,575,22278,0.358,3,M4B,Medium,10,2000,Yes,Online,0.0,0.298,Rejected
APP-01327,35,Full-time,57984,616,21080,0.364,5,L8W,Low,8,3000,No,Online,-0.48,0.108,Rejected
APP-01328,36,Full-time,69688,713,13554,0.194,0,L6A,High,2,3000,No,Online,0.0,0.635,Approved
APP-01329,37,Unemployed,93926,597,17717,0.189,0,K2P,Medium,5,15000,No,Online,0.0,0.551,Approved
APP-01330,46,Full-time,59663,632,28220,0.473,0,L5N,Medium,3,7000,Yes,Mobile,0.0,0.357,Rejected
APP-01331,22,Full-time,85923,768,20130,0.234,1,M4C,Medium,15,5000,No,Online,0.0,0.611,Approved
APP-01332,70,Full-time,76140,668,11245,0.148,0,M5V,High,13,15000,No,Online,0.0,0.642,Approved
APP-01333,32,Part-time,86031,721,24645,0.286,1,K1X,Low,11,10000,No,Branch,-0.55,0.421,Rejected
APP-01334,46,Full-time,61408,696,16039,0.261,0,M9C,High,14,5000,No,Online,0.0,0.555,Approved
APP-01335,43,Full-time,80030,661,6561,0.082,1,M9C,High,11,10000,No,Online,0.0,0.565,Approved
APP-01336,38,Full-time,62933,598,13235,0.21,0,K2P,Medium,13,5000,Yes,Online,0.0,0.56,Approved
APP-01337,52,Full-time,18000,695,5394,0.3,0,L8W,Low,11,3000,Yes,Online,-0.48,0.275,Rejected
APP-01338,69,Full-time,44383,770,0,0.0,0,K2P,Medium,10,3000,No,Online,0.0,0.598,Approved
APP-01339,58,Full-time,70983,646,9057,0.128,1,M6E,Low,11,7000,Yes,Online,-0.58,0.398,Rejected
APP-01340,67,Part-time,69793,686,16558,0.237,0,M6E,Low,2,5000,Yes,Online,-0.58,0.462,Rejected
APP-01341,23,Full-time,37190,598,16579,0.446,0,K1X,Low,0,7000,No,Mobile,-0.55,0.149,Rejected
APP-01342,58,Full-time,67967,653,4619,0.068,1,L5N,Medium,1,7000,Yes,Mobile,0.0,0.461,Rejected
APP-01343,23,Full-time,76559,717,0,0.0,0,M2N,High,11,1000,No,Online,0.0,0.751,Approved
APP-01344,50,Unemployed,66876,739,23595,0.353,0,M5V,High,6,1000,No,Branch,0.0,0.516,Approved
APP-01345,21,Unemployed,80619,729,13967,0.173,1,M5V,High,5,5000,Yes,Mobile,0.0,0.545,Approved
APP-01346,50,Contract,74666,578,25390,0.34,0,K2C,Medium,8,2000,No,Online,0.0,0.423,Rejected
APP-01347,65,Full-time,63367,665,24990,0.394,1,M4B,Medium,3,5000,Yes,Mobile,0.0,0.426,Rejected
APP-01348,52,Full-time,54805,637,19643,0.358,0,K2C,Medium,4,5000,No,Mobile,0.0,0.423,Rejected
APP-01349,48,Full-time,86266,681,13714,0.159,0,M9C,High,15,5000,No,Online,0.0,0.693,Approved
APP-01350,41,Full-time,68837,676,12916,0.188,1,M6E,Low,0,3000,Yes,Online,-0.58,0.334,Rejected
APP-01351,66,Full-time,42634,757,18330,0.43,1,M2N,High,12,5000,Yes,Online,0.0,0.471,Rejected
APP-01352,33,Contract,67976,706,13381,0.197,0,M4C,Medium,11,10000,Yes,Online,0.0,0.637,Approved
APP-01353,47,Contract,43282,768,10373,0.24,0,K2C,Medium,1,15000,No,Mobile,0.0,0.483,Rejected
APP-01354,56,Contract,50138,660,0,0.0,2,M5V,High,3,10000,No,Mobile,0.0,0.331,Rejected
APP-01355,27,Full-time,52266,612,13918,0.266,1,L5N,Medium,4,5000,Yes,Online,0.0,0.343,Rejected
APP-01356,42,Part-time,68308,778,20977,0.307,0,M2N,High,12,2000,No,Branch,0.0,0.656,Approved
APP-01357,30,Full-time,74241,722,22115,0.298,1,L4W,High,5,7000,Yes,Branch,0.0,0.579,Approved
APP-01358,59,Full-time,56639,649,14873,0.263,0,K2C,Medium,3,10000,No,Online,0.0,0.402,Rejected
APP-01359,35,Part-time,53927,706,9479,0.176,0,K1X,Low,12,3000,No,Branch,-0.55,0.482,Rejected
APP-01360,35,Full-time,54942,736,20819,0.379,0,M4C,Medium,15,3000,Yes,Mobile,0.0,0.555,Approved
APP-01361,24,Full-time,86355,705,13192,0.153,0,L4W,High,10,2000,No,Online,0.0,0.739,Approved
APP-01362,52,Full-time,18000,642,13140,0.73,0,L8W,Low,1,7000,No,Online,-0.48,0.094,Rejected
APP-01363,43,Part-time,58444,666,4309,0.074,0,K2P,Medium,8,5000,No,Online,0.0,0.56,Approved
APP-01364,26,Contract,91810,706,29226,0.318,0,K2P,Medium,0,1000,Yes,Online,0.0,0.608,Approved
APP-01365,44,Full-time,76810,709,18469,0.24,0,M5V,High,6,10000,Yes,Online,0.0,0.639,Approved
APP-01366,40,Contract,83303,749,21624,0.26,0,M3J,Low,5,5000,Yes,Online,-0.52,0.582,Approved
APP-01367,57,Full-time,30884,683,7260,0.235,0,M5V,High,10,3000,No,Online,0.0,0.442,Rejected
APP-01368,40,Full-time,45140,645,13858,0.307,1,L4W,High,4,3000,No,Mobile,0.0,0.312,Rejected
APP-01369,32,Contract,69753,824,15130,0.217,0,L8W,Low,8,3000,Yes,Online,-0.48,0.556,Approved
APP-01370,53,Part-time,88411,692,21175,0.24,1,K1X,Low,1,5000,No,Online,-0.55,0.433,Rejected
APP-01371,48,Unemployed,46958,744,22818,0.486,0,M9C,High,8,3000,Yes,Mobile,0.0,0.437,Rejected
APP-01372,28,Full-time,53520,711,5660,0.106,0,L8W,Low,7,5000,Yes,Mobile,-0.48,0.465,Rejected
APP-01373,21,Part-time,74726,708,5777,0.077,0,M2N,High,13,7000,Yes,Online,0.0,0.656,Approved
APP-01374,57,Part-time,37855,677,19020,0.502,3,L5N,Medium,0,7000,Yes,Online,0.0,0.173,Rejected
APP-01375,42,Contract,69890,528,12144,0.174,1,K1X,Low,13,3000,Yes,Mobile,-0.55,0.286,Rejected
APP-01376,26,Full-time,21500,640,19004,0.884,0,M2N,High,15,5000,Yes,Online,0.0,0.215,Rejected
APP-01377,41,Contract,72860,708,11889,0.163,0,K2C,Medium,14,10000,No,Online,0.0,0.549,Approved
APP-01378,52,Part-time,46088,540,5759,0.125,3,L5N,Medium,14,1000,No,Online,0.0,0.186,Rejected
APP-01379,55,Full-time,55943,694,2185,0.039,4,M4B,Medium,10,1000,Yes,Online,0.0,0.402,Rejected
APP-01380,35,Full-time,75734,726,17889,0.236,0,M4C,Medium,11,5000,No,Online,0.0,0.578,Approved
APP-01381,25,Full-time,68551,728,19261,0.281,0,L8W,Low,8,5000,No,Online,-0.48,0.459,Rejected
APP-01382,66,Part-time,63856,723,21292,0.333,1,K2C,Medium,8,3000,Yes,Mobile,0.0,0.6,Approved
APP-01383,70,Contract,84943,751,15595,0.184,0,M9C,High,7,7000,No,Mobile,0.0,0.689,Approved
APP-01384,68,Part-time,29897,770,1200,0.04,1,K1X,Low,0,5000,No,Mobile,-0.55,0.331,Rejected
APP-01385,26,Part-time,67679,750,18024,0.266,2,K2P,Medium,6,10000,No,Online,0.0,0.397,Rejected
APP-01386,45,Full-time,49777,701,4298,0.086,1,M4B,Medium,4,2000,No,Online,0.0,0.51,Approved
APP-01387,66,Full-time,84025,691,226,0.003,0,L6A,High,10,7000,No,Mobile,0.0,0.708,Approved
APP-01388,60,Full-time,72867,688,1783,0.024,1,M3J,Low,11,2000,Yes,Online,-0.52,0.531,Approved
APP-01389,49,Full-time,80520,683,0,0.0,1,M9C,High,13,5000,No,Online,0.0,0.668,Approved
APP-01390,27,Full-time,93617,751,16453,0.176,0,K2C,Medium,6,5000,Yes,Online,0.0,0.748,Approved
APP-01391,60,Full-time,80774,713,10582,0.131,0,K1X,Low,14,5000,No,Online,-0.55,0.586,Approved
APP-01392,33,Full-time,57666,661,5066,0.088,1,M6E,Low,10,10000,Yes,Online,-0.58,0.33,Rejected
APP-01393,58,Full-time,60477,755,15862,0.262,0,L8W,Low,7,1000,Yes,Online,-0.48,0.517,Approved
APP-01394,38,Full-time,74817,674,6758,0.09,0,L5N,Medium,7,5000,No,Mobile,0.0,0.654,Approved
APP-01395,22,Full-time,66451,638,21367,0.322,2,M4B,Medium,5,3000,Yes,Online,0.0,0.362,Rejected
APP-01396,28,Full-time,80193,697,23452,0.292,0,L6A,High,2,7000,No,Mobile,0.0,0.551,Approved
APP-01397,31,Unemployed,23854,645,12977,0.544,0,K2C,Medium,7,1000,Yes,Mobile,0.0,0.24,Rejected
APP-01398,53,Contract,94354,733,25341,0.269,0,K1X,Low,10,10000,No,Online,-0.55,0.612,Approved
APP-01399,58,Part-time,65099,644,24129,0.371,0,M4C,Medium,13,10000,Yes,Branch,0.0,0.516,Approved
APP-01400,68,Full-time,38296,692,13892,0.363,3,M5V,High,4,10000,Yes,Branch,0.0,0.253,Rejected
APP-01401,47,Contract,44052,734,27834,0.632,2,L8W,Low,6,2000,Yes,Online,-0.48,0.231,Rejected
APP-01402,40,Contract,22172,643,11348,0.512,0,L8W,Low,13,5000,No,Online,-0.48,0.174,Rejected
APP-01403,32,Contract,40876,705,2013,0.049,1,M6E,Low,5,1000,No,Online,-0.58,0.324,Rejected
APP-01404,63,Full-time,64940,644,2419,0.037,0,M5V,High,4,10000,No,Branch,0.0,0.479,Rejected
APP-01405,51,Part-time,91265,703,9826,0.108,4,K2P,Medium,7,7000,No,Online,0.0,0.423,Rejected
APP-01406,47,Contract,71392,721,18240,0.255,0,L5N,Medium,10,5000,No,Online,0.0,0.632,Approved
APP-01407,52,Part-time,71691,696,5216,0.073,0,M2N,High,11,7000,No,Online,0.0,0.673,Approved
APP-01408,30,Part-time,47068,700,8569,0.182,0,L6A,High,12,2000,Yes,Online,0.0,0.496,Rejected
APP-01409,23,Full-time,49159,714,5754,0.117,2,M4C,Medium,10,5000,Yes,Online,0.0,0.462,Rejected
APP-01410,65,Full-time,54055,683,8730,0.162,0,M2N,High,2,3000,Yes,Online,0.0,0.616,Approved
APP-01411,47,Full-time,47790,731,25099,0.525,1,L8W,Low,7,15000,Yes,Mobile,-0.48,0.258,Rejected
APP-01412,55,Part-time,54172,757,18203,0.336,1,M3J,Low,4,10000,No,Branch,-0.52,0.365,Rejected
APP-01413,51,Full-time,55532,631,11661,0.21,2,K1X,Low,5,7000,No,Branch,-0.55,0.231,Rejected
APP-01414,35,Full-time,54397,779,24243,0.446,0,M6E,Low,8,10000,No,Branch,-0.58,0.401,Rejected
APP-01415,36,Full-time,51916,673,14680,0.283,2,L5N,Medium,0,3000,No,Branch,0.0,0.292,Rejected
APP-01416,33,Full-time,69931,808,14236,0.204,0,L4W,High,3,10000,No,Branch,0.0,0.616,Approved
APP-01417,69,Full-time,54841,666,23699,0.432,0,M6E,Low,12,3000,No,Online,-0.58,0.336,Rejected
APP-01418,55,Part-time,31780,721,13302,0.419,4,M3J,Low,8,7000,Yes,Mobile,-0.52,0.125,Rejected
APP-01419,31,Contract,64619,729,20914,0.324,4,K2C,Medium,4,7000,Yes,Online,0.0,0.311,Rejected
APP-01420,41,Full-time,65398,677,19215,0.294,1,L4W,High,15,1000,Yes,Online,0.0,0.469,Rejected
APP-01421,31,Full-time,35567,694,13481,0.379,0,M4B,Medium,11,3000,Yes,Online,0.0,0.419,Rejected
APP-01422,50,Full-time,53357,769,4727,0.089,0,L5N,Medium,6,1000,No,Online,0.0,0.621,Approved
APP-01423,68,Contract,71247,664,15789,0.222,0,M6E,Low,0,15000,No,Mobile,-0.58,0.332,Rejected
APP-01424,55,Full-time,40044,659,23661,0.591,0,M3J,Low,7,2000,Yes,Online,-0.52,0.24,Rejected
APP-01425,42,Full-time,45141,635,19038,0.422,0,M9C,High,5,5000,No,Mobile,0.0,0.375,Rejected
APP-01426,58,Full-time,61652,784,25272,0.41,0,M9C,High,13,7000,No,Online,0.0,0.601,Approved
APP-01427,51,Part-time,71713,656,12267,0.171,1,M6E,Low,10,3000,Yes,Online,-0.58,0.41,Rejected
APP-01428,34,Contract,100086,764,18755,0.187,1,M9C,High,3,5000,Yes,Online,0.0,0.724,Approved
APP-01429,44,Contract,75861,657,7456,0.098,0,K2P,Medium,6,5000,No,Branch,0.0,0.597,Approved
APP-01430,70,Part-time,87027,762,14711,0.169,0,M2N,High,10,2000,No,Mobile,0.0,0.719,Approved
APP-01431,69,Full-time,70241,734,22238,0.317,0,K2C,Medium,15,7000,Yes,Online,0.0,0.635,Approved
APP-01432,52,Full-time,51668,677,20845,0.403,1,L5N,Medium,7,3000,Yes,Online,0.0,0.428,Rejected
APP-01433,56,Full-time,75731,650,15222,0.201,0,L5N,Medium,9,3000,Yes,Mobile,0.0,0.617,Approved
APP-01434,52,Full-time,62459,654,12624,0.202,2,K2P,Medium,9,5000,Yes,Online,0.0,0.399,Rejected
APP-01435,35,Full-time,67287,645,8736,0.13,0,M3J,Low,1,5000,No,Online,-0.52,0.363,Rejected
APP-01436,63,Full-time,43471,741,14120,0.325,0,M6E,Low,5,10000,Yes,Online,-0.58,0.315,Rejected
APP-01437,55,Full-time,72396,699,5329,0.074,1,M4B,Medium,6,10000,Yes,Online,0.0,0.557,Approved
APP-01438,23,Unemployed,65331,637,10898,0.167,1,M5V,High,16,5000,Yes,Online,0.0,0.582,Approved
APP-01439,36,Part-time,64663,668,3056,0.047,0,L8W,Low,2,3000,No,Online,-0.48,0.417,Rejected
APP-01440,25,Contract,62469,683,5269,0.084,0,K2P,Medium,9,3000,Yes,Mobile,0.0,0.618,Approved
APP-01441,41,Part-time,62510,580,19270,0.308,3,M9C,High,9,3000,Yes,Branch,0.0,0.265,Rejected
APP-01442,30,Full-time,69224,671,20890,0.302,0,M3J,Low,0,5000,No,Mobile,-0.52,0.429,Rejected
APP-01443,39,Contract,56690,730,12478,0.22,2,K2P,Medium,0,7000,Yes,Online,0.0,0.426,Rejected
APP-01444,45,Full-time,35404,682,14953,0.422,1,K2C,Medium,4,3000,Yes,Branch,0.0,0.333,Rejected
APP-01445,24,Part-time,33769,712,14692,0.435,1,M2N,High,13,2000,Yes,Branch,0.0,0.357,Rejected
APP-01446,49,Full-time,63819,709,18922,0.296,0,L8W,Low,1,5000,No,Mobile,-0.48,0.417,Rejected
APP-01447,39,Unemployed,59450,679,15773,0.265,0,M5V,High,10,1000,No,Online,0.0,0.521,Approved
APP-01448,63,Full-time,36376,738,3943,0.108,2,L6A,High,13,7000,Yes,Online,0.0,0.407,Rejected
APP-01449,22,Full-time,69418,778,0,0.0,0,L4W,High,9,5000,Yes,Branch,0.0,0.732,Approved
APP-01450,30,Unemployed,62310,606,7382,0.118,0,K2P,Medium,4,5000,Yes,Mobile,0.0,0.484,Rejected
APP-01451,63,Full-time,55007,671,13420,0.244,0,L5N,Medium,6,3000,No,Mobile,0.0,0.477,Rejected
APP-01452,45,Part-time,68443,818,21221,0.31,0,M4C,Medium,0,10000,No,Branch,0.0,0.621,Approved
APP-01453,40,Contract,91172,707,14941,0.164,1,M2N,High,2,2000,No,Online,0.0,0.585,Approved
APP-01454,68,Contract,87123,688,18241,0.209,1,M4C,Medium,14,10000,No,Online,0.0,0.534,Approved
APP-01455,39,Unemployed,63088,668,9422,0.149,3,M6E,Low,9,5000,No,Mobile,-0.58,0.197,Rejected
APP-01456,43,Unemployed,65975,768,12805,0.194,1,L4W,High,12,10000,No,Online,0.0,0.556,Approved
APP-01457,44,Full-time,66839,638,14958,0.224,0,K2P,Medium,3,7000,No,Online,0.0,0.437,Rejected
APP-01458,31,Contract,69562,741,9210,0.132,0,K2P,Medium,14,2000,No,Mobile,0.0,0.732,Approved
APP-01459,66,Part-time,55671,667,8213,0.148,1,L8W,Low,7,10000,Yes,Online,-0.48,0.412,Rejected
APP-01460,54,Part-time,67142,649,12913,0.192,0,K2P,Medium,4,7000,No,Branch,0.0,0.543,Approved
APP-01461,48,Full-time,35675,677,19129,0.536,4,K2C,Medium,4,1000,No,Branch,0.0,0.137,Rejected
APP-01462,25,Part-time,65464,687,8165,0.125,1,K2P,Medium,8,2000,No,Online,0.0,0.515,Approved
APP-01463,25,Unemployed,69083,655,14243,0.206,0,M3J,Low,6,5000,Yes,Online,-0.52,0.423,Rejected
APP-01464,41,Contract,55183,751,23985,0.435,2,K2P,Medium,1,7000,No,Online,0.0,0.358,Rejected
APP-01465,32,Full-time,65781,657,9665,0.147,0,M9C,High,7,7000,Yes,Branch,0.0,0.592,Approved
APP-01466,70,Full-time,40493,690,15751,0.389,0,M6E,Low,0,7000,No,Online,-0.58,0.208,Rejected
APP-01467,24,Full-time,44994,728,12560,0.279,1,M9C,High,16,7000,Yes,Online,0.0,0.458,Rejected
APP-01468,69,Contract,67795,697,13185,0.194,2,K2C,Medium,9,7000,Yes,Mobile,0.0,0.501,Approved
APP-01469,62,Part-time,54368,740,24979,0.459,0,M2N,High,11,5000,Yes,Online,0.0,0.427,Rejected
APP-01470,40,Full-time,35517,674,15440,0.435,0,L6A,High,11,3000,No,Online,0.0,0.333,Rejected
APP-01471,58,Full-time,43988,724,3509,0.08,0,M4C,Medium,14,10000,No,Online,0.0,0.574,Approved
APP-01472,45,Full-time,50105,734,23999,0.479,0,M5V,High,9,1000,Yes,Online,0.0,0.493,Rejected
APP-01473,34,Full-time,81442,751,15224,0.187,1,M2N,High,3,3000,Yes,Mobile,0.0,0.644,Approved
APP-01474,31,Unemployed,67224,586,11885,0.177,0,K2C,Medium,12,7000,No,Online,0.0,0.504,Approved
APP-01475,52,Part-time,48311,718,23946,0.496,1,M4B,Medium,1,5000,Yes,Online,0.0,0.346,Rejected
APP-01476,31,Full-time,53420,740,9049,0.169,2,K2P,Medium,3,1000,No,Mobile,0.0,0.428,Rejected
APP-01477,38,Full-time,91118,675,25310,0.278,0,L6A,High,16,1000,No,Branch,0.0,0.661,Approved
APP-01478,47,Full-time,84350,668,13953,0.165,0,M5V,High,4,5000,Yes,Online,0.0,0.647,Approved
APP-01479,38,Unemployed,47375,659,20339,0.429,2,L6A,High,3,15000,No,Mobile,0.0,0.192,Rejected
APP-01480,43,Full-time,84943,633,35973,0.423,1,K2C,Medium,15,5000,Yes,Branch,0.0,0.499,Rejected
APP-01481,31,Full-time,66049,735,14561,0.22,3,L6A,High,2,5000,No,Online,0.0,0.359,Rejected
APP-01482,41,Full-time,74893,808,15022,0.201,0,M3J,Low,3,3000,Yes,Branch,-0.52,0.604,Approved
APP-01483,64,Part-time,61060,659,7031,0.115,0,M4C,Medium,3,3000,No,Mobile,0.0,0.507,Approved
APP-01484,25,Part-time,81845,656,14856,0.182,0,M6E,Low,3,1000,No,Online,-0.58,0.464,Rejected
APP-01485,43,Part-time,43127,691,7247,0.168,1,M4B,Medium,12,3000,No,Branch,0.0,0.486,Rejected
APP-01486,61,Full-time,59402,602,13191,0.222,0,M4B,Medium,11,5000,Yes,Mobile,0.0,0.504,Approved
APP-01487,45,Full-time,85896,652,34763,0.405,0,K2C,Medium,11,2000,Yes,Branch,0.0,0.613,Approved
APP-01488,61,Full-time,24433,695,14137,0.579,0,M5V,High,8,2000,No,Online,0.0,0.303,Rejected
APP-01489,30,Part-time,63171,641,10624,0.168,0,K2C,Medium,10,7000,No,Online,0.0,0.49,Rejected
APP-01490,42,Full-time,56916,756,13032,0.229,1,K2C,Medium,15,10000,Yes,Branch,0.0,0.58,Approved
APP-01491,39,Part-time,72824,611,12817,0.176,0,K1X,Low,13,10000,Yes,Online,-0.55,0.428,Rejected
APP-01492,21,Contract,83258,740,21839,0.262,2,K2C,Medium,1,5000,Yes,Mobile,0.0,0.534,Approved
